Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
50,49,5,5,44,44,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00013.png
51,50,6,5,46,45,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00014.png
52,52,6,5,47,46,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00015.png
54,53,6,5,48,48,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00016.png
54,55,6,5,49,49,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00017.png
56,58,6,6,50,52,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00018.png
57,59,6,6,52,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00019.png
58,59,6,5,53,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00020.png
58,61,5,6,53,56,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00021.png
62,64,5,6,56,59,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00022.png
64,69,5,7,59,63,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00023.png
69,71,7,7,63,65,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00024.png
70,72,6,6,64,66,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00025.png
75,76,7,6,69,70,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00026.png
82,84,8,8,74,76,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00027.png
86,87,8,7,79,80,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00028.png
89,92,8,8,82,84,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00002_00029.png
26,27,5,6,21,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00000.png
26,26,5,5,21,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00001.png
28,28,6,6,22,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00002.png
29,29,6,6,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00003.png
29,29,6,6,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00004.png
29,30,5,6,24,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00005.png
30,30,6,6,25,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00006.png
29,29,5,5,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00007.png
32,33,5,6,27,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00008.png
32,33,5,6,27,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00009.png
32,33,5,6,27,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00010.png
33,32,6,5,28,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00011.png
33,34,5,6,28,29,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00012.png
35,36,5,6,29,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00013.png
35,35,5,5,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00014.png
36,36,5,5,31,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00015.png
36,37,5,6,31,32,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00016.png
37,36,6,5,32,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00017.png
38,39,5,6,33,34,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00018.png
40,39,6,5,35,34,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00019.png
41,42,5,6,36,37,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00020.png
43,43,5,5,38,38,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00021.png
47,46,6,5,42,41,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00022.png
48,49,5,6,43,44,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00023.png
52,53,5,6,47,48,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00024.png
55,55,5,5,50,50,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00025.png
61,59,6,6,56,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00026.png
62,60,5,5,57,55,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00027.png
70,68,6,6,63,61,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00028.png
71,72,6,7,65,66,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00003_00029.png
27,26,6,6,21,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00000.png
26,27,5,6,21,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00001.png
27,27,6,6,22,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00002.png
27,27,5,5,21,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00003.png
29,29,6,6,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00004.png
29,28,6,5,24,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00005.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00006.png
30,30,6,6,25,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00007.png
30,29,6,5,25,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00008.png
30,31,5,6,25,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00009.png
32,33,5,6,27,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00010.png
34,35,5,6,29,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00011.png
35,35,5,5,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00012.png
35,36,5,5,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00013.png
37,36,5,5,31,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00014.png
37,38,5,6,32,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00015.png
39,38,6,5,34,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00016.png
39,38,6,5,34,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00017.png
41,41,6,6,36,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00018.png
43,44,5,6,38,39,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00019.png
45,45,6,6,40,40,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00020.png
45,46,5,6,40,41,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00021.png
47,48,5,6,42,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00022.png
49,49,5,5,44,44,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00023.png
52,52,6,6,47,47,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00024.png
53,53,5,5,48,48,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00025.png
58,58,5,5,53,53,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00026.png
64,65,5,6,59,60,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00027.png
73,72,7,6,67,66,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00028.png
81,82,8,8,74,74,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00004_00029.png
25,27,5,6,20,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00000.png
27,26,6,5,22,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00001.png
27,29,5,6,22,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00002.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00003.png
29,30,6,6,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00004.png
29,30,5,6,24,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00005.png
31,31,6,6,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00006.png
31,30,6,5,26,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00007.png
31,31,5,5,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00008.png
31,31,5,5,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00009.png
33,32,6,5,28,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00010.png
34,33,6,5,29,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00011.png
35,34,6,5,30,29,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00012.png
35,36,5,6,29,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00013.png
37,36,6,5,31,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00014.png
37,38,6,6,32,32,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00015.png
39,39,5,5,33,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00016.png
41,41,6,6,35,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00017.png
41,42,5,6,35,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00018.png
43,44,5,6,37,38,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00019.png
46,45,6,6,40,40,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00020.png
46,47,5,6,41,42,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00021.png
48,48,5,5,43,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00022.png
51,51,6,5,46,45,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00023.png
54,54,5,5,48,49,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00024.png
58,60,6,6,53,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00025.png
62,63,5,5,57,58,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00026.png
70,71,6,6,64,65,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00027.png
75,76,6,6,68,70,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00028.png
85,89,8,8,78,81,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00005_00029.png
27,27,5,5,22,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00000.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00001.png
28,29,5,6,23,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00002.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00003.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00004.png
30,28,6,5,24,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00005.png
30,29,6,5,25,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00006.png
30,30,6,6,25,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00007.png
31,29,6,5,25,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00008.png
30,31,5,6,25,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00009.png
31,31,5,5,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00010.png
32,31,6,5,27,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00011.png
32,32,6,6,27,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00012.png
32,31,6,5,27,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00013.png
34,33,6,5,29,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00014.png
36,36,6,6,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00015.png
37,36,6,6,31,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00016.png
37,37,5,5,32,32,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00017.png
39,39,5,5,34,34,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00018.png
42,42,5,6,37,37,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00019.png
44,44,5,6,39,39,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00020.png
47,46,6,6,42,41,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00021.png
50,48,6,5,45,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00022.png
52,52,5,6,47,47,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00023.png
54,54,5,6,49,49,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00024.png
56,55,5,5,51,50,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00025.png
60,59,6,6,55,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00026.png
64,62,5,5,58,57,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00027.png
70,69,6,6,64,63,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00028.png
77,75,6,6,70,69,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00006_00029.png
25,26,5,5,20,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00000.png
26,27,5,5,21,22,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00001.png
28,29,5,6,23,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00002.png
29,29,5,5,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00003.png
31,31,6,6,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00004.png
31,31,6,6,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00005.png
31,31,6,6,26,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00006.png
30,30,5,5,25,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00007.png
31,32,5,6,26,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00008.png
33,32,6,6,28,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00009.png
34,33,6,6,29,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00010.png
34,33,5,5,28,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00011.png
36,35,6,6,31,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00012.png
37,36,6,6,32,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00013.png
38,36,6,5,33,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00014.png
38,40,5,6,33,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00015.png
39,42,5,6,34,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00016.png
43,42,6,5,38,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00017.png
45,42,6,5,40,37,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00018.png
48,48,6,6,43,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00019.png
50,50,6,6,45,45,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00020.png
53,53,6,6,48,48,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00021.png
56,55,6,5,50,49,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00022.png
60,59,6,5,55,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00023.png
63,63,5,5,58,57,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00024.png
73,72,7,6,66,66,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00025.png
79,82,7,8,72,75,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00026.png
92,95,9,8,84,87,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00027.png
100,108,9,10,92,99,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00028.png
120,132,11,12,110,121,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00007_00029.png
27,26,6,5,21,20,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00000.png
26,26,5,5,21,21,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00001.png
28,28,6,6,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00002.png
27,28,5,6,22,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00003.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00004.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00005.png
28,29,5,6,23,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00006.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00007.png
28,28,5,5,23,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00008.png
29,28,6,5,24,23,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00009.png
29,29,5,5,24,24,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00010.png
30,30,5,5,25,25,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00011.png
32,31,6,5,27,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00012.png
32,33,5,6,26,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00013.png
34,34,6,6,28,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00014.png
34,34,5,5,28,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00015.png
35,35,6,6,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00016.png
36,35,5,5,30,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00017.png
38,37,6,5,33,32,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00018.png
39,38,6,5,34,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00019.png
41,41,6,6,36,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00020.png
47,42,6,6,42,37,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00021.png
44,44,5,5,38,38,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00022.png
46,47,5,6,41,42,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00023.png
48,48,5,5,43,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00024.png
52,51,6,5,47,46,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00025.png
54,54,5,5,49,48,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00026.png
59,59,5,6,53,53,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00027.png
65,63,6,5,60,58,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00028.png
70,69,6,6,63,63,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00008_00029.png
29,31,6,6,24,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00000.png
30,31,6,6,24,26,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00001.png
30,33,6,6,25,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00002.png
30,32,5,5,25,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00003.png
32,33,6,5,27,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00004.png
33,35,6,6,27,29,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00005.png
33,35,6,5,28,29,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00006.png
34,36,5,6,29,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00007.png
37,37,6,5,31,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00008.png
37,38,5,6,31,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00009.png
39,39,6,5,33,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00010.png
39,41,6,6,34,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00011.png
39,41,5,6,34,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00012.png
41,40,6,5,35,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00013.png
41,41,6,5,36,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00014.png
41,43,5,5,36,37,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00015.png
44,44,6,5,39,39,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00016.png
47,47,6,6,42,42,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00017.png
49,48,6,6,43,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00018.png
50,50,6,5,45,44,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00019.png
53,52,5,5,47,47,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00020.png
57,56,6,5,51,50,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00021.png
59,60,5,6,54,55,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00022.png
63,62,6,5,58,57,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00023.png
69,69,6,6,63,63,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00024.png
75,74,7,6,69,68,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00025.png
84,84,8,8,76,76,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00026.png
92,92,9,8,84,84,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00027.png
105,108,9,10,96,99,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00028.png
117,120,10,11,107,110,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00009_00029.png
36,36,5,5,31,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00000.png
37,37,6,6,32,32,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00001.png
37,38,5,6,32,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00002.png
38,39,5,6,33,34,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00003.png
39,38,6,5,34,33,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00004.png
39,40,5,6,34,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00005.png
41,40,6,5,36,35,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00006.png
41,41,6,6,36,36,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00007.png
43,43,6,6,38,38,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00008.png
45,44,6,5,39,38,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00009.png
44,45,5,6,39,40,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00010.png
46,46,6,5,41,40,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00011.png
46,46,5,5,41,41,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00012.png
48,48,5,5,43,43,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00013.png
50,51,5,6,45,46,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00014.png
51,52,5,6,46,47,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00015.png
54,54,6,6,49,49,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00016.png
56,56,6,6,51,51,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00017.png
56,58,5,6,51,52,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00018.png
59,59,6,6,54,54,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00019.png
61,60,6,5,56,55,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00020.png
64,63,6,6,59,58,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00021.png
70,68,6,6,63,62,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00022.png
74,71,7,6,67,65,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00023.png
76,76,6,7,70,70,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00024.png
83,81,7,7,75,73,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00025.png
92,87,9,8,84,80,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00026.png
95,92,8,8,87,84,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00027.png
105,98,10,8,96,90,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00028.png
111,107,9,10,102,98,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00010_00029.png
31,33,6,6,26,28,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00000.png
30,33,5,5,25,27,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00001.png
32,34,6,5,27,29,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00002.png
34,35,6,6,29,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00003.png
35,36,6,5,29,30,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00004.png
35,36,6,6,30,31,Öndeki_Arac?_Geçmek_Yasakt?r,Train/9/00009_00011_00005.png
